toi,tic,cps_name,evol,source,disp,photo_vetting,spec_vetting,ao_vetting,ra,dec,tmag,tmag_err,bmag,vmag,b_v,jmag,hmag,kmag,gmag,bpmag,bp_g,delta_g,delta_g_flag,j,j_prime,nobs,last_observed,template,nobs_goal,tot_time,rem_nobs,rem_time,n_comments,last_comment,rs,rs_err,r_s,m_s,teff,teff_err,t_eff,teff_jump,logg,logg_err,logg_jump,feh,f_eh,ast_det_c,c_sector,ast_det_t,t_sector,color,vsini,prot,sval,sigma_act,sigma_rot,sigma_gran,sigma_rv,sigma_tot,limit,logrhk,ruwe,rp,rp_err,mp,k,kerr,ksig,epoch,epoch_err,period,period_err,dur,dur_err,b_est,circ_dur,circ_dur_err,max_circ_dur,a_to_R,depth,depth_err,teq,sinc,SNR,dist,prv,ra_J2000,dec_J2000,drop,finish,nobs_5sig,rt_5sig,tt_5sig,nobs_10sig,rt_10sig,tt_10sig,alerted,updated,tks_comments,toi_comments,comment_list,activity
582.01,287474726,-,MS,qlp,PC,-,-,-,127.1281,-28.3593,9.399,0.007000000000000000,9.408,9.422,-0.014000000000000000,9.329,9.319000000000000,9.325,9.377,9.392000000000000,0.026000000000000000,-0.3720000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,5.48,60.0,5.48,0.0,-1.0,4.24,0.21,4.24,2.56,9988.0,138.0,9988.0,-1.0,3.59,0.07,,,,0.05,1.0,0.05,1.0,,,,,0.0,0.0,11.83,1.39,11.91,TRUE,,1.13,10.64,0.82,79.55,17.51,1.54,11.37,1519.0976,0.0058,3.74237,0.00128,2.48,0.41,0.95,7.49,1.98,8.73,3.27,610.0,1.82,2166.0,3654.0,10.0,900.65,FALSE,08 28 30.7,-28 21 33,FALSE,FALSE,20.0,1.88,1.88,47.0,4.31,4.31,2019-04-13 05:20:07+0000,2020-05-20 19:58:53+0000,-,,-,
583.01,131743355,-,MS,qlp,VPC-,-,-,-,118.4764,-39.993,9.376,0.006,9.509,9.397,0.11200000000000000,9.219,9.201,9.174,9.382,9.428000000000000,0.057,-1.686,FALSE,,,0.0,-1.0,FALSE,60.0,5.4,60.0,5.4,0.0,-1.0,1.72,0.05,1.72,2.84,10902.0,307.0,10902.0,-1.0,4.42,0.07,,,,0.05,2.0,0.05,2.0,,,,,0.0,0.0,6.17,1.39,6.32,TRUE,,0.96,10.88,0.43,82.62,14.07,0.82,17.16,1493.9771,0.0006,6.5602800000000000,0.00019,1.1,0.16,0.96,3.56,0.92,4.13,12.15,3200.0,2.59,1232.0,383.0,46.0,354.43,FALSE,07 53 54.3,-39 59 34,FALSE,FALSE,20.0,1.85,1.85,30.0,2.74,2.74,2019-04-13 05:20:07+0000,2020-05-20 19:59:00+0000,-,,-,
584.01,74482749,-,MS,qlp,VPC,-,-,-,137.5184,-43.925,9.11,0.006,9.475,9.247,0.228,8.827,8.777000000000000,8.728,9.233000000000000,9.352,0.129,0.419,FALSE,,,0.0,-1.0,FALSE,60.0,5.07,60.0,5.07,0.0,-1.0,2.91,0.09,2.91,2.35,9255.0,179.0,9255.0,-1.0,3.88,0.07,,,,0.05,2.0,0.05,2.0,,,,,0.0,0.0,7.25,1.36,7.38,TRUE,,1.02,20.07,1.37,317.83,106.44,0.95,112.04,1518.1563,0.002,1.25987,0.00019,1.38,0.43,0.94,3.7,0.96,4.29,2.24,4590.0,14.67,2957.0,12694.0,32.0,436.43,FALSE,09 10 04.4,-43 55 30,FALSE,FALSE,20.0,1.73,1.73,30.0,2.57,2.57,2019-04-13 05:20:07+0000,2020-05-20 19:58:53+0000,-,,-,
585.01,190990336,-,MS,qlp,SB1,-,-,-,134.3731,-39.7784,8.935,0.017,9.934,9.45,0.484,8.475,8.292,8.205,9.311,9.592,0.292,0.67,FALSE,,,0.0,-1.0,FALSE,60.0,5.57,60.0,5.57,0.0,-1.0,1.66,0.08,1.57,1.34,6118.0,137.0,6522.0,-1.0,4.29,0.33,,,,0.0501,2.0,0.0501,2.0,,,,,0.0,0.0,2.0,1.39,2.44,TRUE,,0.91,19.61,0.9,317.83,94.43,0.31,304.61,1522.9388,0.0003,5.54714,0.00022,4.84,0.04,-0.99,3.92,1.04,4.57,9.26,11569.0,0.32,1456.0,1064.0,212.0,157.61,FALSE,08 57 29.5,-39 46 42,FALSE,FALSE,20.0,1.91,1.91,30.0,2.82,2.82,2019-04-01 16:51:58+0000,2019-04-01 16:51:58+0000,-,there might be a secondary,-,
586.01,131979339,-,MS,qlp,VPC?,-,-,-,118.9136,-37.8577,8.227,0.006,8.493,8.333,0.16,7.974,7.923000000000000,7.931,8.318,8.418,0.107,-0.28300000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,5.05,60.0,5.05,0.0,-1.0,2.42,0.07,2.42,2.42,9511.0,179.0,9511.0,-1.0,4.05,0.07,,,,0.05,2.0,0.05,2.0,,,,,0.0,0.0,6.49,0.89,6.55,TRUE,,1.0,32.81,8.56,317.83,39.85,0.85,46.88,1492.3177,0.0012,22.64414,,4.01,0.22,0.91,,,9.25,18.69,5560.0,1023.43,-1.0,-1.0,39.0,253.02,FALSE,07 55 39.3,-37 51 27,FALSE,FALSE,20.0,1.72,1.72,30.0,2.55,2.55,2019-04-13 05:20:07+0000,2020-08-03 15:21:34+0000,-,Period is likely double; V shaped,-,
587.01,294090620,-,MS,qlp,SB1,-,-,-,130.39600000000000,-22.1943,7.824,0.017,7.812,7.8,0.012,7.7640000000000000,7.83,7.7810000000000000,7.785,7.803,0.024,-1.995,FALSE,,,0.0,-1.0,FALSE,60.0,5.05,60.0,5.05,0.0,-1.0,,,2.04,2.52,9333.0,286.0,9871.0,-1.0,,,,,,0.05,1.0,0.05,1.0,,,,,0.0,0.0,0.0,0.7,0.7,TRUE,,1.13,,,,,0.09,,1520.1679,0.0018,8.00924,0.00207,6.36,0.46,-11.75,4.67,1.23,5.44,11.24,5599.54,4.89,2682.0,8594.0,98.0,210.14,FALSE,08 41 35.0,-22 11 39,FALSE,FALSE,-1.0,1.72,,-1.0,2.55,,2019-04-13 05:20:07+0000,2019-04-13 05:20:07+0000,-,Period needs refinement; possible secondary,-,
588.01,130415266,-,MS,qlp,PC,-,-,-,104.7499,-47.0233,7.312,0.006,7.2570000000000000,7.28,-0.023,7.245,7.3260000000000000,7.278,7.2620000000000000,7.274,0.016,-2.33,FALSE,,,0.0,-1.0,FALSE,60.0,5.05,60.0,5.05,0.0,-1.0,,,1.82,2.69,10416.0,237.0,10416.0,-1.0,4.35,0.06,,,,0.05,2.0,0.05,2.0,,,,,0.0,0.0,5.93,0.55,5.96,TRUE,,1.01,,,,,0.77,,1481.0,,40.0,,6.15,0.06,0.66,,,8.12,37.63,7000.0,,1886.0,2101.0,28.0,154.19,FALSE,06 58 60.0,-47 01 23,FALSE,FALSE,20.0,1.72,1.72,30.0,2.55,2.55,2019-04-01 16:52:03+0000,2019-04-01 16:52:03+0000,-,Period is double or four times larger; T0=1481,-,
589.01,412961700,-,SG,qlp,PC,-,-,-,127.2226,-20.9504,6.725,0.007000000000000000,6.61,6.69,-0.08,6.7410000000000000,6.857,6.778,6.655,6.648,-0.005,-0.22400000000000000,TRUE,,,0.0,-1.0,FALSE,60.0,5.05,60.0,5.05,0.0,-1.0,5.79,,5.79,,10817.0,134.0,10817.0,-1.0,,,,,,0.05,1.0,0.05,1.0,,,,,0.0,0.0,0.0,0.42,0.42,TRUE,,1.04,13.74,,317.83,73.99,0.05,,1520.1583,0.0023,2.5188,0.0005,1.47,0.23,1.0,8.62,2.28,10.06,1.91,580.0,1.13,2188.0,3805.0,20.0,390.39,FALSE,08 28 53.4,-20 57 01,FALSE,FALSE,-1.0,1.72,,-1.0,2.55,,2019-04-13 05:20:07+0000,2020-05-20 19:58:51+0000,-,possible odd-even,-,
590.01,270841724,-,-,qlp,NEB,-,-,-,132.0687,-47.1147,10.441,0.045,15.322000000000000,16.161000000000000,,5.971,4.934,4.377,13.058,17.072,,,TRUE,,,0.0,-1.0,FALSE,60.0,32.75,60.0,32.75,0.0,-1.0,,,,,-1.0,-1.0,-1.0,-1.0,,,,,,,2.0,,2.0,,,,,0.0,0.0,0.0,10.38,10.38,TRUE,,1.13,,,,,1.34,,1522.0236,0.001,18.90372,0.00081,9.07,0.17,,,,,,24270.0,3.69,-1.0,-1.0,128.0,,FALSE,08 48 16.5,-47 06 52,FALSE,FALSE,20.0,11.42,11.42,30.0,16.75,16.75,2019-04-13 05:20:07+0000,2020-07-09 09:37:40+0000,-,possible EB but could be PC at half or quarter the period; likely offset and could be on 270841758 which is brighter in the optical; host is likely a giant,-,
591.01,146261607,-,MS,qlp,NEB,-,-,-,123.5819,-34.8194,10.168,0.019,10.21,10.287,-0.077,10.086,10.109,10.093,10.176,10.195,0.032,-0.35600000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,9.71,60.0,9.71,0.0,-1.0,,,4.18,2.38,9365.0,407.0,9373.0,-1.0,4.08,1.27,,,,0.05,2.0,0.05,2.0,,,,,0.0,0.0,6.07,1.39,6.23,TRUE,,0.9,,,,,0.8,,1493.5607,0.0006,1.0,,5.93,0.08,-0.61,,,5.68,1.34,17940.0,0.23,3005.0,13551.0,21.0,1219.08,FALSE,08 14 19.7,-34 49 09,FALSE,FALSE,20.0,3.35,3.35,30.0,4.94,4.94,2019-04-01 16:52:03+0000,2019-04-01 16:52:03+0000,-,Matched signal is EB at twice the period; crowded field; transit depth increases with aperture; there is a second signal at 1-day period,-,
592.01,196286587,-,MS,qlp,NPC?,-,-,-,125.5571,-25.0694,10.148,0.018000000000000000,11.048,10.488,0.56,9.674,9.489000000000000,9.404,10.541000000000000,10.8,0.27400000000000000,0.997,FALSE,,,0.0,-1.0,FALSE,60.0,11.28,60.0,11.28,0.0,-1.0,1.94,0.11,1.97,1.3,6439.0,182.0,6433.0,-1.0,4.12,0.6,,,,0.0501,2.0,0.0501,2.0,,,,,0.0,0.0,2.31,1.39,2.7,TRUE,,1.27,6.19,0.39,31.71,7.8,0.35,22.29,1496.1748,0.0033,10.4,,3.71,0.33,0.85,,,7.15,11.11,1500.0,,1404.0,646.0,17.0,358.44,FALSE,08 22 13.7,-25 04 09,FALSE,FALSE,20.0,3.9,3.9,30.0,5.74,5.74,2019-04-13 05:20:07+0000,2019-04-13 05:20:07+0000,-,twice the period; likely a giant planet; Need to check 196286578,-,
593.01,128463355,-,SG,qlp,SB2,-,-,-,118.0596,-29.714,10.108,0.006,11.06,10.511,0.5490000000000000,9.583,9.385,9.235,10.479000000000000,10.762,0.297,1.505,FALSE,,,0.0,-1.0,FALSE,60.0,11.43,60.0,11.43,0.0,-1.0,2.29,0.1,2.29,1.25,6333.0,128.0,6333.0,-1.0,3.81,0.08,,,,0.0506,2.0,0.0506,2.0,,,,,0.0,0.0,3.07,1.39,3.37,TRUE,,1.15,37.59,9.55,317.83,72.8,0.44,165.45,1493.0851,0.0015,13.9086,,2.99,0.15,0.94,,,9.28,11.45,4760.0,1388.07,-1.0,-1.0,33.0,382.9,FALSE,07 52 14.3,-29 42 50,FALSE,FALSE,20.0,3.95,3.95,30.0,5.82,5.82,2019-04-01 16:52:02+0000,2020-08-03 15:19:38+0000,-,The Rp is diluted; actual Rp is about 21 Re. V-shaped. Period is double (13.1 days). Need SG1 to check 128463706 and get the appropriate depth.,-,
594.01,146406806,-,-,qlp,VPC?,-,-,-,123.7336,-31.6082,10.022,0.052000000000000000,,10.378,,,,,,,,,TRUE,,,0.0,-1.0,FALSE,60.0,10.38,60.0,10.38,0.0,-1.0,,,,,-1.0,-1.0,-1.0,-1.0,,,,,,,2.0,,2.0,,,,,0.0,0.0,0.0,1.39,1.39,TRUE,,1.01,,,,,0.18,,1498.6337,0.0018,13.952,,4.49,0.28,,,,,,3320.0,587.92,-1.0,-1.0,29.0,992.63,FALSE,08 14 56.1,-31 36 29,FALSE,FALSE,20.0,3.59,3.59,30.0,5.29,5.29,2019-04-13 05:20:07+0000,2020-08-03 15:20:13+0000,-,V shaped; period is likely double (14 days); two stars in the same pixel,-,
595.01,287329267,-,SG,qlp,PC,-,-,-,109.7836,-59.3021,9.996,0.006,11.169,10.523,0.6460000000000000,9.413,9.149,9.084,10.41,10.737,0.341,2.344,FALSE,,,0.0,-1.0,FALSE,60.0,11.48,60.0,11.48,0.0,-1.0,2.94,0.12,2.94,1.22,6258.0,103.0,6258.0,-1.0,3.59,0.08,,,-0.336,0.0539,13.0,0.0539,13.0,,,,,0.0,0.0,3.75,1.39,4.0,TRUE,,1.02,8.56,1.1,54.98,15.63,0.52,30.06,1331.9473,0.0052,7.643560000000000,0.00021,3.14,0.72,0.94,8.46,2.21,9.84,5.94,390.0,10.4,1708.0,1413.0,15.0,432.64,FALSE,07 19 08.1,-59 18 07,FALSE,FALSE,20.0,3.97,3.97,30.0,5.85,5.85,2019-04-01 16:51:56+0000,2020-05-20 19:58:54+0000,-,may also be on TIC 287329263,-,
596.01,144956678,-,SG,qlp,PC,-,-,-,122.0686,-35.5595,9.907,0.006,11.166000000000000,10.539000000000000,0.627,9.27,9.039,8.938000000000000,10.365,10.732000000000000,0.381,2.5640000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,11.54,60.0,11.54,0.0,-1.0,2.93,0.13,2.93,1.11,6017.0,129.0,6017.0,-1.0,3.55,0.08,,,,0.0533,2.0,0.0533,2.0,,,,,0.0,0.0,3.55,1.4,3.82,TRUE,,1.01,6.81,0.43,37.29,19.37,0.49,39.53,1492.9857,0.005,1.51472,0.00029,1.97,0.23,0.94,5.07,1.33,5.9,1.96,580.0,0.88,1768.0,1622.0,19.0,388.68,FALSE,08 08 16.5,-35 33 34,FALSE,FALSE,20.0,4.0,4.0,30.0,5.88,5.88,2019-04-13 05:20:07+0000,2020-05-20 19:58:50+0000,-,,-,
597.01,146208651,-,SG,qlp,NEB,-,-,-,133.4577,-48.8126,9.729,0.02,11.535,10.637,0.898,8.957,8.453,8.332,10.386,10.899000000000000,0.527,2.772,FALSE,,,0.0,-1.0,FALSE,60.0,11.97,60.0,11.97,0.0,-1.0,2.65,0.08,2.6,,4951.0,77.0,5245.0,-1.0,3.55,0.4,,,,0.0516,2.0,0.0516,2.0,,,,,0.0,0.0,2.54,1.43,2.91,TRUE,,1.01,8.47,0.5,54.01,12.61,0.38,33.18,1519.2234,0.0051,6.5224,0.00248,2.63,0.48,0.93,6.28,1.63,7.28,6.84,844.57,2.08,810.0,71.0,11.0,253.62,FALSE,08 53 49.8,-48 48 45,FALSE,FALSE,20.0,4.15,4.15,30.0,6.11,6.11,2019-04-01 16:51:56+0000,2019-04-01 16:51:56+0000,-,two stars on the same pixel,-,
598.01,81429971,-,MS,qlp,PC,-,-,-,123.1782,-42.935,10.136,0.008,10.496000000000000,10.316000000000000,0.18,9.798,9.739000000000000,9.667,10.224,10.333,0.12300000000000000,0.7960000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,9.92,60.0,9.92,0.0,-1.0,3.59,0.16,,,8000.0,174.0,12826.0,-1.0,,,,,,0.05,2.0,0.05,2.0,,,,,0.0,0.0,0.0,1.39,1.39,TRUE,,0.96,25.45,9.22,317.83,84.09,0.18,467.17,1494.8228,0.0041,3.04375,0.0005200000000000000,3.67,0.28,0.86,6.28,1.65,7.31,3.18,1080.0,538.11,3891.0,38064.0,32.0,869.55,FALSE,08 12 42.8,-42 56 06,FALSE,FALSE,20.0,3.43,3.43,30.0,5.05,5.05,2019-04-13 05:20:07+0000,2020-05-20 19:58:48+0000,-,possible offset to North,-,
599.01,145982812,-,MS,qlp,NEB,-,-,-,133.1453,-50.0089,10.399,0.018000000000000000,11.092,10.7,0.392,10.023,9.9,9.817,10.705,10.914000000000000,0.22400000000000000,1.3220000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,12.25,60.0,12.25,0.0,-1.0,2.65,0.15,2.57,2.56,6991.0,203.0,9981.0,-1.0,3.83,0.67,,,,0.05,2.0,0.05,2.0,,,,,0.0,0.0,9.2,1.46,9.32,TRUE,,0.89,20.11,6.46,317.83,115.56,1.2,96.3,1518.4693,0.0032,0.82967,0.00021,1.76,0.05,0.83,2.74,0.73,3.2,1.98,4744.55,473.45,4448.0,65023.0,34.0,618.6,FALSE,08 52 34.9,-50 00 32,FALSE,FALSE,20.0,4.25,4.25,30.0,6.25,6.25,2019-04-13 05:20:07+0000,2019-04-13 05:20:07+0000,-,,-,
600.01,134396419,-,-,qlp,PC,-,-,-,122.2729,-37.0619,10.268,0.008,10.258,10.217,0.041000000000000000,10.135,10.132,10.169,10.231,10.251,0.034,-1.218,FALSE,,,0.0,-1.0,FALSE,60.0,9.23,60.0,9.23,0.0,-1.0,,,,,9156.0,482.0,-1.0,-1.0,,,,,,,2.0,,2.0,,,,,0.0,0.0,0.0,1.39,1.39,TRUE,,1.09,,,,,0.18,,1491.9209,0.0047,4.3653900000000000,0.00099,2.43,0.7,,,,,,1470.0,4.52,1988.0,2596.0,22.0,829.73,FALSE,08 09 05.5,-37 03 42,FALSE,FALSE,20.0,3.19,3.19,30.0,4.7,4.7,2019-04-13 05:20:07+0000,2020-05-20 19:58:49+0000,-,R=9 Re using the TIC Rstar,-,
601.01,141363913,-,SG,qlp,PC,-,-,-,129.4624,-43.042,9.922,0.01,11.344000000000000,10.585,0.759,9.287,8.971,8.871,10.394,10.777000000000000,0.397,2.802,FALSE,,,0.0,-1.0,FALSE,60.0,11.74,60.0,11.74,0.0,-1.0,3.1,0.26,3.1,1.2,6221.0,132.0,6221.0,-1.0,3.53,0.1,,,,0.0543,2.0,0.0543,2.0,,,,,0.0,0.0,3.94,1.41,4.18,TRUE,,5.11,12.18,1.14,317.83,118.76,0.54,219.93,1521.3914,0.0024,3.47623,0.00095,1.88,0.39,0.97,6.78,1.88,8.02,3.31,1440.0,2.47,1231.0,381.0,26.0,409.77,FALSE,08 37 51.0,-43 02 31,FALSE,FALSE,20.0,4.07,4.07,30.0,5.99,5.99,2019-04-13 05:20:07+0000,2020-05-20 19:58:54+0000,-,possible phased variability,-,
602.01,175176327,-,MS,qlp,SB1,-,-,-,115.8254,-36.4968,10.046,0.007000000000000000,10.359000000000000,10.127,0.23200000000000000,9.735,9.66,9.618,10.139,10.228,0.102,-0.27900000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,8.65,60.0,8.65,0.0,-1.0,2.51,0.08,2.51,2.75,10633.0,303.0,10633.0,-1.0,4.08,0.07,,,,0.05,2.0,0.05,2.0,,,,,0.0,0.0,8.27,1.39,8.39,TRUE,,1.12,17.0,0.87,317.83,46.42,1.08,42.98,1502.7876,0.0012,11.09743,0.0009,1.7,0.28,0.97,6.25,1.62,7.25,11.69,3750.0,6.2,1127.0,267.0,39.0,613.41,FALSE,07 43 18.1,-36 29 48,FALSE,FALSE,20.0,2.99,2.99,30.0,4.4,4.4,2019-04-13 05:20:07+0000,2020-05-20 19:59:01+0000,-,,-,
603.01,262746281,-,SG,qlp,PC,-,-,-,141.1079,5.7662,9.742,0.006,10.821,10.312000000000000,0.509,9.207,8.86,8.844,10.164,10.498,0.34700000000000000,1.044,FALSE,,,0.0,-1.0,FALSE,60.0,9.89,60.0,9.89,0.0,-1.0,1.63,0.08,1.63,1.07,5900.0,129.0,5900.0,-1.0,4.04,0.08,,,0.17600000000000000,0.0501,1.0,0.0501,1.0,,,,,0.0,0.0,2.03,1.39,2.46,TRUE,,0.88,9.58,0.59,66.56,20.27,0.32,63.34,1523.7892,0.0026,8.0885,0.00192,7.86,0.92,-178.93,4.98,1.32,5.81,10.64,2700.0,3.48,1955.0,2427.0,31.0,205.92,FALSE,09 24 25.9,+05 45 58,FALSE,FALSE,20.0,3.42,3.42,30.0,5.03,5.03,2019-04-13 05:20:07+0000,2020-05-20 19:58:59+0000,-,Period might be double,-,
604.01,145027461,-,RGB,qlp,NEB,-,-,-,122.2575,-30.7879,10.301000000000000,0.018000000000000000,12.054,11.232000000000000,0.8220000000000000,9.481,9.037,8.925,10.976000000000000,11.47,0.51,5.064,FALSE,,,0.0,-1.0,FALSE,60.0,14.99,60.0,14.99,0.0,-1.0,7.97,0.18,7.68,,5001.0,55.0,5175.0,-1.0,,,,,,1.0,2.0,1.0,2.0,,,,,0.0,0.0,0.0,1.66,1.66,TRUE,,1.57,22.04,0.9,317.83,87.84,0.21,418.29,1492.7266,0.003,1.0724200000000000,0.00013000000000000000,2.0,0.22,0.98,8.19,2.12,9.49,0.86,632.19,0.74,1841.0,1909.0,20.0,1006.54,FALSE,08 09 01.8,-30 47 16,FALSE,FALSE,20.0,5.28,5.28,30.0,7.71,7.71,2019-04-01 16:52:04+0000,2020-07-09 09:53:59+0000,-,TFOP NEB; possible offset to north,-,
605.01,181304295,-,MS,qlp,VPC+,-,-,-,130.9196,-36.657,10.435,0.008,10.688000000000000,10.436,0.252,9.962,9.909000000000000,9.856,10.58,10.495,-0.07,-5.289,TRUE,,,0.0,-1.0,FALSE,60.0,10.84,60.0,10.84,0.0,-1.0,2.12,,2.12,,8265.0,-1.0,8265.0,-1.0,,,,,,0.05,1.0,0.05,1.0,,,,,0.0,0.0,0.0,1.39,1.39,TRUE,,5.45,33.06,,317.83,100.2,0.18,556.67,1521.0838,0.0022,3.3838700000000000,0.00059,2.15,0.18,0.91,4.26,1.13,4.97,5.2,5960.0,2347.95,-1.0,5159.0,26.0,508.9,FALSE,08 43 40.7,-36 39 25,FALSE,FALSE,20.0,3.75,3.75,30.0,5.52,5.52,2019-04-13 05:20:07+0000,2020-05-20 19:58:48+0000,-,likely large planet radius,-,
606.01,122262940,-,MS,qlp,NEB,-,-,-,133.2388,-57.9406,10.242,0.018000000000000000,11.131000000000000,10.731,0.4,9.783,9.567,9.514,,,,,TRUE,,,0.0,-1.0,FALSE,60.0,12.39,60.0,12.39,0.0,-1.0,2.22,0.2,2.27,1.44,6514.0,298.0,6733.0,-1.0,4.03,0.56,,,,0.0502,3.0,0.0502,3.0,,,,,0.0,0.0,2.84,1.47,3.2,TRUE,,0.84,27.56,7.66,317.83,126.39,0.41,308.27,1519.9461,0.0019,2.00337,0.00034,3.09,0.14,0.74,3.88,1.09,4.6,3.33,12786.9,883.05,3142.0,16183.0,55.0,431.86,FALSE,08 52 57.3,-57 56 26,FALSE,FALSE,20.0,4.31,4.31,30.0,6.33,6.33,2019-04-01 16:52:05+0000,2019-04-01 16:52:05+0000,-,large planet; faint star to west,-,
607.01,153651591,-,MS,qlp,PC,-,-,-,121.0093,-26.1657,10.526,0.011,10.597000000000000,10.451000000000000,0.146,10.331,10.394,10.291000000000000,10.556,10.6,0.059000000000000000,-0.741,FALSE,,,0.0,-1.0,FALSE,60.0,10.97,60.0,10.97,0.0,-1.0,2.8,0.12,2.8,2.39,9389.0,182.0,9389.0,-1.0,3.92,0.07,,,,0.05,2.0,0.05,2.0,,,,,0.0,0.0,7.2,1.39,7.33,TRUE,,1.0,10.11,0.58,72.94,20.23,0.95,21.29,1492.5577,0.004,2.14542,0.00029,1.81,0.2,0.93,4.21,1.1,4.9,3.34,1180.0,1.63,2215.0,3997.0,17.0,921.92,FALSE,08 04 02.2,-26 09 56,FALSE,FALSE,20.0,3.79,3.79,30.0,5.59,5.59,2019-04-13 05:20:07+0000,2020-05-20 19:58:55+0000,-,need an Rs estimate; there also seems to be a deeper ~14d signal visible in the raw light curve,-,
608.01,186547153,-,MS,qlp,SB2,-,-,-,132.8389,-34.4319,10.146,0.018000000000000000,10.732000000000000,10.442,0.29,9.837,9.767000000000000,9.701,10.401,10.551000000000000,0.16400000000000000,0.18900000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,10.89,60.0,10.89,0.0,-1.0,,,2.14,,7471.0,126.0,8323.0,-1.0,4.09,1.38,,,,0.05,1.0,0.05,1.0,,,,,0.0,0.0,4.48,1.39,4.69,TRUE,,,,,,,0.61,,1518.5496,0.0015,1.1905,0.00014,1.73,0.3,0.87,3.03,0.8,3.53,2.57,1471.83,2.25,2403.0,5540.0,52.0,500.65,FALSE,08 51 21.3,-34 25 54,FALSE,FALSE,20.0,3.77,3.77,30.0,5.55,5.55,2019-04-13 05:20:07+0000,2019-04-13 05:20:07+0000,-,Given Teff = 8323 K; Rstar = 2.14 Rsun the planet radius might be 10 or 11 Re,-,
609.01,134404603,-,MS,qlp,SB2,-,-,-,122.3403,-39.1649,9.836,0.006,11.318,10.618,0.7,9.169,8.845,8.731,10.32,10.716,0.41,0.7290000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,11.88,60.0,11.88,0.0,-1.0,1.19,0.06,1.19,1.03,5759.0,128.0,5759.0,-1.0,4.3,0.08,,,,0.05,2.0,0.05,2.0,,,,,0.0,0.0,1.46,1.43,2.04,TRUE,,1.17,31.37,4.59,317.83,116.71,0.26,448.88,1496.7177,0.0004,4.9701900000000000,9E-05,1.62,0.03,0.9,3.13,0.83,3.65,10.41,14440.0,1089.87,1034.0,190.0,180.0,144.62,FALSE,08 09 21.7,-39 09 53,FALSE,FALSE,20.0,4.12,4.12,30.0,6.06,6.06,2019-04-13 05:20:07+0000,2020-05-20 19:58:48+0000,-,V-shaped; some odd-even and eccentricity,-,
610.01,80275202,-,MS,qlp,NEB,-,-,-,121.5263,-44.3751,10.427,0.019,10.868,10.602,0.266,10.134,10.119,10.039,10.653000000000000,10.777000000000000,0.139,-0.809,FALSE,,,0.0,-1.0,FALSE,60.0,11.81,60.0,11.81,0.0,-1.0,1.54,0.04,1.61,2.07,7889.0,115.0,8360.0,-1.0,4.53,0.59,,,,0.05,2.0,0.05,2.0,,,,,0.0,0.0,2.86,1.42,3.19,TRUE,,1.05,8.25,0.58,51.65,13.19,0.41,32.17,1495.3418,0.0035,3.66465,0.00066,2.76,0.82,0.63,3.05,0.79,3.53,7.92,2383.11,9.72,1963.0,2466.0,21.0,437.97,FALSE,08 06 06.3,-44 22 30,FALSE,FALSE,20.0,4.09,4.09,30.0,6.02,6.02,2019-04-13 05:20:07+0000,2019-04-13 05:20:07+0000,-,need to check 80275180,-,
611.01,154459165,-,MS,qlp,VPC-,-,-,-,122.0345,-28.0661,10.426000000000000,0.006,12.54,11.456,1.084,9.605,9.173,9.044,11.021000000000000,11.546,0.541,0.14800000000000000,FALSE,,,0.0,-1.0,FALSE,60.0,16.37,60.0,16.37,0.0,-1.0,0.79,0.05,0.79,0.79,4869.0,119.0,4869.0,-1.0,4.54,0.09,,,,0.05,2.0,0.05,2.0,,,,,0.0,0.0,0.75,1.75,1.9,TRUE,,0.82,3.04,0.5,7.57,3.86,0.25,15.44,1491.8885,0.0071,3.14905,0.00096,3.41,1.19,-905.83,1.94,0.52,2.27,10.58,990.0,27.61,2031.0,2827.0,19.0,97.32,FALSE,08 08 08.3,-28 03 57,FALSE,FALSE,20.0,5.8,5.8,30.0,8.44,8.44,2019-04-01 16:51:58+0000,2020-05-20 19:58:50+0000,-,PC if on 154459165; could be on 154459164; faint GAIA star nearby,-,
612.01,284738182,-,MS,qlp,PPC,-,-,-,110.8819,-37.8355,10.194,0.006,11.048,10.574000000000000,0.474,9.812000000000000,9.591000000000000,9.503,10.492,10.717,0.239,0.135,FALSE,,,0.0,-1.0,FALSE,60.0,11.69,60.0,11.69,0.0,-1.0,1.5,0.06,1.5,1.59,7126.0,139.0,7126.0,-1.0,4.29,0.08,,,,0.05,2.0,0.05,2.0,,,,,0.0,0.0,2.48,1.41,2.85,TRUE,,0.98,5.52,0.35,26.11,12.63,0.37,34.14,1492.4903,0.0014,0.91361,5E-05,1.11,0.26,0.87,1.95,0.51,2.26,3.08,1240.0,2.75,2263.0,4353.0,22.0,292.62,FALSE,07 23 31.7,-37 50 07,FALSE,FALSE,20.0,4.05,4.05,30.0,5.96,5.96,2019-04-13 05:20:07+0000,2020-05-20 19:58:55+0000,-,large planet; possibly grazing; need SG1 to check 284738170,-,
